TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2021,2,2,8,50,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,2,15,3,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,2,20,0,0,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,2,25,17,42,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,4,7,4,9,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,5,3,21,45,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,5,15,8,30,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,10,18,2,24,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,10,22,20,5,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,11,5,7,26,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,11,10,3,7,1XX KEEFER ST,Central Business District,492707.1102,5458526.76
Mischief,2021,6,7,6,18,1XX KEEFER ST,Central Business District,492710.4372,5458526.652
Mischief,2021,11,7,18,13,1XX MAIN ST,Central Business District,492754.9478,5458947.774
Mischief,2021,5,1,10,15,1XX MAIN ST,Central Business District,492758.8547,5459024.154
Mischief,2021,3,19,0,30,1XX MAIN ST,Strathcona,492768.8288,5459040.147
Mischief,2021,7,30,1,10,1XX MILROSS AVE,Central Business District,492617.2122,5458155.431
Mischief,2021,7,13,20,30,1XX MILROSS AVE,Central Business District,492682.1401,5458153.271
Mischief,2021,9,20,22,0,1XX N KOOTENAY ST,Hastings-Sunrise,498126.0771,5459234.518
Mischief,2021,7,31,18,20,1XX N NANAIMO ST,Hastings-Sunrise,495893.7786,5459248.429
Mischief,2021,1,29,0,0,1XX N RENFREW ST,Hastings-Sunrise,496800.8425,5459219.331
Mischief,2021,9,21,23,17,1XX POWELL ST,Central Business District,492581.6562,5458952.331
Mischief,2021,10,7,22,0,1XX POWELL ST,Central Business District,492697.0185,5458939.748
Mischief,2021,10,12,14,40,1XX POWELL ST,Central Business District,492697.0185,5458939.748
Mischief,2021,2,18,20,31,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,3,16,21,47,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,4,9,21,40,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,5,1,3,50,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,5,15,12,27,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,5,31,20,5,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,7,6,1,38,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,12,20,15,34,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Mischief,2021,11,15,22,6,1XX ROBSON ST,Central Business District,491692.0481,5458332.555
Mischief,2021,1,16,20,0,1XX ROBSON ST,Central Business District,491704.0398,5458321.12
Mischief,2021,3,1,14,33,1XX ROUNDHOUSE MEWS,Central Business District,491092.419,5457867.466
Mischief,2021,4,11,17,0,1XX ROUNDHOUSE MEWS,Central Business District,491093.7321,5457866.641
Mischief,2021,1,1,0,56,1XX SW MARINE DR,Marpole,492045.2503,5451051.832
Mischief,2021,11,26,15,41,1XX SW MARINE DR,Marpole,492045.2503,5451051.832
Mischief,2021,2,3,7,20,1XX SWITCHMEN ST,Mount Pleasant,492569.2308,5457604.662
Mischief,2021,2,28,11,0,1XX SWITCHMEN ST,Mount Pleasant,492662.2442,5457578.321
Mischief,2021,6,25,18,0,1XX SWITCHMEN ST,Mount Pleasant,492662.2442,5457578.321
Mischief,2021,1,31,13,2,1XX TERMINAL AVE,Mount Pleasant,492613.5683,5457797.369
Mischief,2021,1,14,23,8,1XX TERMINAL AVE,Central Business District,492697.7709,5457806.23
Mischief,2021,3,17,4,25,1XX TERMINAL AVE,Central Business District,492697.7709,5457806.23
Mischief,2021,3,26,18,30,1XX TERMINAL AVE,Central Business District,492712.0211,5457802.906
Mischief,2021,6,19,0,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,7,15,2,6,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,8,7,4,31,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,8,8,0,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,8,15,3,37,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,8,22,23,59,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,9,4,0,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,9,17,0,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,9,25,0,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,10,2,1,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,10,16,20,21,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,10,16,21,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,10,24,20,30,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,10,31,3,15,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,11,13,17,0,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,12,5,17,45,1XX UNION ST,Central Business District,492626.622,5458332.462
Mischief,2021,1,3,2,41,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,1,9,2,46,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,1,17,1,30,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,1,22,19,50,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,2,5,13,8,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,3,5,21,18,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,3,17,2,36,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,4,20,21,27,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,4,29,22,35,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,5,2,22,48,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,5,18,23,0,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,5,27,0,50,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,5,28,19,12,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,6,3,22,51,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,6,14,0,51,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,6,29,3,23,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,7,11,18,27,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,7,28,3,24,1XX UNION ST,Central Business District,492627.7402,5458332.503
Mischief,2021,4,19,17,0,1XX VICTORIA DR,Grandview-Woodland,495238.1692,5459020.104
Mischief,2021,8,18,12,52,1XX W 11TH AVE,Mount Pleasant,492203.3778,5456493.634
Mischief,2021,5,1,3,0,1XX W 13TH AVE,Mount Pleasant,492205.7215,5456292.24
Mischief,2021,5,27,16,36,1XX W 13TH AVE,Mount Pleasant,492205.7215,5456292.24
Mischief,2021,4,19,22,0,1XX W 18TH AVE,Riley Park,492189.6494,5455772.436
Mischief,2021,5,23,4,15,1XX W 19TH AVE,Riley Park,492187.0532,5455671.398
Mischief,2021,3,16,11,0,1XX W 1ST AVE,Mount Pleasant,492106.5638,5457497.399
Mischief,2021,6,4,0,0,1XX W 1ST AVE,Mount Pleasant,492106.5638,5457497.399
Mischief,2021,9,19,0,43,1XX W 1ST AVE,Mount Pleasant,492162.8631,5457495.095
Mischief,2021,9,17,0,0,1XX W 21ST AVE,Riley Park,492149.9673,5455471.89
Mischief,2021,9,17,19,0,1XX W 23RD AVE,Riley Park,492006.5049,5455250.221
Mischief,2021,1,13,1,53,1XX W 23RD AVE,Riley Park,492020.6597,5455258.899
Mischief,2021,8,6,11,0,1XX W 23RD AVE,Riley Park,492030.9335,5455258.557
Mischief,2021,5,22,20,0,1XX W 23RD AVE,Riley Park,492174.9187,5455253.765
Mischief,2021,3,3,4,0,1XX W 2ND AVE,Mount Pleasant,492123.2611,5457403.555
Mischief,2021,8,25,13,0,1XX W 2ND AVE,Mount Pleasant,492123.2611,5457403.555
Mischief,2021,2,19,18,30,1XX W 39TH AVE,Riley Park,491992.6447,5453664.92
Mischief,2021,10,4,2,30,1XX W 3RD AVE,Mount Pleasant,492052.9149,5457302.162
Mischief,2021,4,1,18,0,1XX W 3RD AVE,Mount Pleasant,492100.1503,5457300.92
Mischief,2021,8,1,0,36,1XX W 41ST AVE,Riley Park,491949.5576,5453405.547
Mischief,2021,10,10,19,0,1XX W 46TH AVE,Oakridge,492010.4968,5452883.377
Mischief,2021,9,26,22,30,1XX W 4TH AVE,Mount Pleasant,492121.3252,5457196.021
Mischief,2021,6,10,23,30,1XX W 4TH AVE,Mount Pleasant,492140.5712,5457195.559
Mischief,2021,1,30,17,0,1XX W 63RD AVE,Marpole,492007.6611,5451176.788
Mischief,2021,9,5,3,45,1XX W 6TH AVE,Mount Pleasant,492136.6614,5456985.735
Mischief,2021,9,16,2,16,1XX W 6TH AVE,Mount Pleasant,492136.6614,5456985.735
Mischief,2021,5,15,0,0,1XX W 6TH AVE,Mount Pleasant,492194.4775,5456984.285
Mischief,2021,1,2,10,0,1XX W 7TH AVE,Mount Pleasant,492203.0656,5456883.748
Mischief,2021,3,16,20,25,1XX W BROADWAY AVE,Mount Pleasant,492164.2836,5456701.934
Mischief,2021,3,3,14,53,1XX W BROADWAY AVE,Mount Pleasant,492200.1153,5456709.568
Mischief,2021,4,19,19,30,1XX W CORDOVA ST,Central Business District,492164.9236,5458936.616
Mischief,2021,12,31,5,37,1XX W CORDOVA ST,Central Business District,492174.6777,5458924.57
Mischief,2021,1,17,20,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,1,20,16,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,3,21,10,29,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,8,10,15,54,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,9,6,22,9,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,9,29,15,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,10,25,8,30,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,12,13,9,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,12,18,19,0,1XX W CORDOVA ST,Central Business District,492183.8605,5458931.595
Mischief,2021,6,13,0,55,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Mischief,2021,7,4,1,31,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Mischief,2021,7,4,8,31,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Mischief,2021,8,1,11,20,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Mischief,2021,8,9,12,32,1XX W CORDOVA ST,Central Business District,492185.6625,5458931.117
Mischief,2021,1,16,22,30,1XX W CORDOVA ST,Central Business District,492193.0999,5458919.685
Mischief,2021,8,16,22,0,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
Mischief,2021,5,21,17,0,1XX W CORDOVA ST,Central Business District,492206.3375,5458916.175
Mischief,2021,8,18,2,31,1XX W CORDOVA ST,Central Business District,492206.3375,5458916.175
Mischief,2021,10,23,22,47,1XX W CORDOVA ST,Central Business District,492216.2658,5458913.543
Mischief,2021,2,9,3,10,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.788
Mischief,2021,2,9,3,25,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.788
Mischief,2021,6,12,23,42,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.788
Mischief,2021,8,4,9,59,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.788
Mischief,2021,11,10,12,20,1XX W CORDOVA ST,Central Business District,492222.8846,5458911.788
Mischief,2021,9,21,23,32,1XX W CORDOVA ST,Central Business District,492225.2281,5458920.626
Mischief,2021,12,31,21,33,1XX W CORDOVA ST,Central Business District,492226.5253,5458910.823
Mischief,2021,1,26,18,56,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.499
Mischief,2021,2,21,0,0,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.499
Mischief,2021,8,20,20,22,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.499
Mischief,2021,9,2,18,0,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.499
Mischief,2021,5,18,12,15,1XX W HASTINGS ST,Central Business District,492031.9845,5458862.924
Mischief,2021,4,27,17,30,1XX W HASTINGS ST,Central Business District,492100.3214,5458846.815
Mischief,2021,3,6,21,8,1XX W HASTINGS ST,Central Business District,492100.9957,5458837.064
Mischief,2021,4,29,17,25,1XX W HASTINGS ST,Central Business District,492116.8579,5458841.843
Mischief,2021,9,6,21,43,1XX W HASTINGS ST,Central Business District,492134.2033,5458836.628
Mischief,2021,4,14,19,58,1XX W HASTINGS ST,Central Business District,492152.2962,5458821.639
Mischief,2021,7,23,12,15,1XX W HASTINGS ST,Central Business District,492157.2201,5458820.159
Mischief,2021,7,28,6,55,1XX W HASTINGS ST,Central Business District,492179.6969,5458822.949
Mischief,2021,7,31,17,53,1XX W HASTINGS ST,Central Business District,492179.6969,5458822.949
Mischief,2021,10,24,13,24,1XX W HASTINGS ST,Central Business District,492179.6969,5458822.949
Mischief,2021,12,5,12,0,1XX W HASTINGS ST,Central Business District,492183.0043,5458821.954
Mischief,2021,12,22,8,30,1XX W HASTINGS ST,Central Business District,492183.0043,5458821.954
Mischief,2021,3,26,17,20,1XX W HASTINGS ST,Central Business District,492193.6006,5458809.22
Mischief,2021,8,17,9,0,1XX W HASTINGS ST,Central Business District,492193.6006,5458809.22
Mischief,2021,9,19,20,18,1XX W HASTINGS ST,Central Business District,492193.6006,5458809.22
Mischief,2021,1,2,19,0,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,1,7,7,15,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,2,1,14,30,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,2,8,8,6,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,3,25,8,1,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,4,25,22,32,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,6,21,4,0,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,8,6,20,10,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,9,23,9,0,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,9,26,10,5,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,11,27,20,0,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,12,4,11,10,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,12,4,18,0,1XX W PENDER ST,Central Business District,492073.212,5458730.258
Mischief,2021,8,24,8,57,1XX W PENDER ST,Central Business District,492074.1894,5458729.984
Mischief,2021,8,28,6,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.984
Mischief,2021,11,8,6,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.984
Mischief,2021,11,13,16,30,1XX W PENDER ST,Central Business District,492074.1894,5458729.984
Mischief,2021,11,8,16,25,1XX W PENDER ST,Central Business District,492053.6978,5458745.24
Mischief,2021,9,11,1,40,1XX W PENDER ST,Central Business District,492128.4501,5458724.372
Mischief,2021,6,21,8,23,1XX W PENDER ST,Central Business District,492136.6328,5458722.147
Mischief,2021,5,5,19,18,1XX W PENDER ST,Central Business District,492154.6895,5458707.759
Mischief,2021,9,24,22,56,1XX W PENDER ST,Central Business District,492154.6895,5458707.759
Mischief,2021,10,28,20,30,1XX W PENDER ST,Central Business District,492154.6895,5458707.759
Mischief,2021,7,7,18,52,1XX WATER ST,Central Business District,492195.3657,5459043.221
Mischief,2021,1,5,11,30,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,1,25,7,25,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,1,29,0,0,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,2,18,12,0,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,3,3,7,0,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,4,10,8,46,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,5,4,21,59,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,5,7,3,16,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,7,31,23,0,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,9,28,2,56,1XX WATER ST,Central Business District,492203.2678,5459031.646
Mischief,2021,5,11,14,0,1XX WATER ST,Central Business District,492204.6478,5459031.278
Mischief,2021,10,31,16,46,1XX WATER ST,Central Business District,492204.6478,5459031.278
Mischief,2021,11,22,2,30,1XX WATER ST,Central Business District,492204.6478,5459031.278
Mischief,2021,12,5,1,10,1XX WATER ST,Central Business District,492211.2292,5459029.52
Mischief,2021,12,31,17,25,1XX WATER ST,Central Business District,492211.2292,5459029.52
Mischief,2021,12,20,17,0,1XX WATER ST,Central Business District,492213.5885,5459038.355
Mischief,2021,7,24,18,50,1XX WATER ST,Central Business District,492221.5499,5459036.228
Mischief,2021,4,22,21,0,1XX WATER ST,Central Business District,492229.5113,5459034.102
Mischief,2021,4,28,2,10,1XX WATER ST,Central Business District,492229.5113,5459034.102
Mischief,2021,6,7,2,15,1XX WATER ST,Central Business District,492233.5213,5459023.567
Mischief,2021,9,9,16,45,1XX WATER ST,Central Business District,492233.5213,5459023.567
Mischief,2021,11,2,14,25,1XX WATER ST,Central Business District,492233.5213,5459023.567
Mischief,2021,8,1,6,24,1XX WATER ST,Central Business District,492236.942,5459032.118
Mischief,2021,1,22,22,25,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,2,1,19,55,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,3,6,13,0,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,6,4,3,5,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,9,23,12,45,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,11,2,7,40,1XX WATER ST,Central Business District,492241.4827,5459021.441
Mischief,2021,1,18,21,27,1XX WATER ST,Central Business District,492249.4441,5459019.315
Mischief,2021,5,20,5,31,1XX WATER ST,Central Business District,492251.0364,5459018.89
Mischief,2021,6,20,18,34,1XX WATER ST,Central Business District,492251.0364,5459018.89
Mischief,2021,8,20,2,53,1XX WATER ST,Central Business District,492251.0364,5459018.89
Mischief,2021,10,11,16,36,1XX WATER ST,Central Business District,492251.0364,5459018.89
Mischief,2021,3,17,15,30,200O VICTORIA DR,Grandview-Woodland,495237.1991,5458921.378
Mischief,2021,4,5,8,51,20XX ALMA ST,West Point Grey,486484.4547,5457256.73
Mischief,2021,4,16,10,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.73
Mischief,2021,11,13,16,24,20XX ALMA ST,West Point Grey,486484.4547,5457256.73
Mischief,2021,7,18,17,0,20XX BARCLAY ST,West End,489748.4447,5459955.373
Mischief,2021,7,15,1,44,20XX BARCLAY ST,West End,489766.2538,5459935.784
Mischief,2021,5,7,21,0,20XX BEACH AVE,West End,489358.9782,5459781.041
Mischief,2021,8,13,11,30,20XX COMMERCIAL DR,Grandview-Woodland,494923.7845,5457071.966
Mischief,2021,9,16,7,6,20XX COMOX ST,West End,489602.494,5459799.996
Mischief,2021,9,6,15,51,20XX DUNDAS ST,Grandview-Woodland,495408.5185,5459123.481
Mischief,2021,9,28,0,42,20XX DUNDAS ST,Grandview-Woodland,495409.3747,5459114.331
Mischief,2021,12,21,0,30,20XX E 12TH AVE,Kensington-Cedar Cottage,495429.5573,5456313.041
Mischief,2021,12,30,12,0,20XX E 12TH AVE,Kensington-Cedar Cottage,495435.9711,5456313.02
Mischief,2021,5,21,21,0,20XX E 22ND AVE,Kensington-Cedar Cottage,495272.1874,5455274.77
Mischief,2021,9,10,11,59,20XX E 34TH AVE,Kensington-Cedar Cottage,495386.1999,5454024.759
Mischief,2021,3,25,22,7,20XX E 4TH AVE,Grandview-Woodland,495356.8586,5457116.972
Mischief,2021,8,29,16,13,20XX E 51ST AVE,Victoria-Fraserview,495208.8543,5452259.226
Mischief,2021,7,20,21,30,20XX E 8TH AVE,Grandview-Woodland,495398.8295,5456723.794
Mischief,2021,9,8,5,50,20XX E HASTINGS ST,Grandview-Woodland,495378.897,5458712.457
Mischief,2021,9,17,20,57,20XX E HASTINGS ST,Grandview-Woodland,495446.7882,5458720.741
Mischief,2021,6,12,4,20,20XX E HASTINGS ST,Grandview-Woodland,495482.9003,5458711.138
Mischief,2021,8,25,8,7,20XX E HASTINGS ST,Grandview-Woodland,495484.6911,5458711.115
Mischief,2021,3,10,2,7,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
Mischief,2021,4,5,16,50,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
Mischief,2021,5,26,9,51,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
Mischief,2021,8,8,0,37,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
Mischief,2021,8,11,0,30,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
Mischief,2021,9,11,2,28,20XX E HASTINGS ST,Grandview-Woodland,495498.5008,5458710.94
